"Contract_date";"Package";"Gender";"Age";"Marital_Status";"Living_Condition";"Graduation";"Job_Type";"Income";"Peak_minute_09";"Weekend_minute_09";"Offpeak_minute_09";"Offpeak_nr_09";"Peak_nr_09";"Weekend_nr_09";"Selfnet_minute_09";"Fixed_minute_09";"Othermob_minute_09";"Voicemail_nr_09";"Voicemail_minute_09";"SMS_09";"Peak_minute_10";"Weekend_minute_10";"Offpeak_minute_10";"Offpeak_nr_10";"Peak_nr_10";"Weekend_nr_10";"Selfnet_minute_10";"Fixed_minute_10";"Othermob_minute_10";"Voicemail_nr_10";"Voicemail_minute_10";"SMS_10";"Peak_minute_11";"Weekend_minute_11";"Offpeak_minute_11";"Offpeak_nr_11";"Peak_nr_11";"Weekend_nr_11";"Selfnet_minute_11";"Fixed_minute_11";"Othermob_minute_11";"Voicemail_nr_11";"Voicemail_minute_11";"SMS_11";"Peak_minute_12";"Weekend_minute_12";"Offpeak_minute_12";"Offpeak_nr_12";"Peak_nr_12";"Weekend_nr_12";"Selfnet_minute_12";"Fixed_minute_12";"Othermob_minute_12";"Voicemail_nr_12";"Voicemail_minute_12";"SMS_12";"churn?";"Cust_ID"
12/14/04 12:00 AM;"PACK_B";"Male";22.0;"Married";"Owner";"Highschool";"Labourer";"30_60k";14.95;0.0;5.15;9.0;59.0;0.0;7.33;0.0;12.77;56.0;20.1;12.0;0.25;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.02;2.0;0.25;0.0;1.07;0.0;2.53;6.0;5.0;0.0;3.6;0.0;0.0;11.0;3.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"0";"ID1528750"
3/21/05 12:00 AM;"PACK_B";"Male";44.0;"Married";"Owner";"Highschool";"Labourer";"15_30k";0.07;0.32;0.0;0.0;1.0;2.0;0.38;0.0;0.0;3.0;0.38;0.0;6.55;0.03;2.38;2.0;6.0;1.0;5.02;0.0;3.95;9.0;8.97;0.0;0.97;0.28;1.28;1.0;2.0;1.0;0.97;0.0;1.57;4.0;2.53;0.0;12.75;1.05;0.47;3.0;8.0;2.0;13.78;0.0;0.27;12.0;14.05;0.0;"0";"ID1529820"
10/11/04 12:00 AM;"PACK_B";"Female";26.0;"Married";"Owner";"University";"Public_Employee";"Over_60k";0.07;0.02;0.45;3.0;1.0;1.0;0.07;0.0;0.47;5.0;0.53;0.0;3.93;0.27;2.6;8.0;11.0;2.0;2.83;0.0;3.97;8.0;6.8;13.0;2.38;0.0;4.4;6.0;12.0;2.0;0.0;0.0;6.12;7.0;6.78;13.0;5.08;3.88;4.3;10.0;16.0;4.0;2.28;0.62;10.58;14.0;13.48;15.0;"0";"ID1550019"
6/18/05 12:00 AM;"PACK_B";"Male";30.0;"Married";"Owner";"Highschool";"Public_Employee";"30_60k";100.27;24.6;71.32;74.0;139.0;51.0;49.9;4.17;142.12;177.0;196.18;87.0;92.8;67.28;129.63;87.0;114.0;63.0;92.1;4.77;192.85;196.0;289.72;68.0;55.2;19.48;24.63;30.0;78.0;25.0;26.55;3.18;67.37;90.0;97.1;40.0;0.03;0.1;0.0;0.0;1.0;2.0;0.0;0.0;0.13;3.0;0.13;0.0;"0";"ID1550263"
12/6/04 12:00 AM;"PACK_B";"Female";37.0;"In_Relationship";"Owner";"Highschool";"Labourer";"Below_15k";9.4;29.73;35.37;14.0;36.0;36.0;5.22;0.0;67.82;84.0;74.5;2.0;0.0;0.07;0.0;0.0;0.0;2.0;0.0;0.0;0.0;2.0;0.07;0.0;0.0;0.58;0.0;0.0;0.0;2.0;0.58;0.0;0.0;2.0;0.58;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.27;0.0;"0";"ID1550445"
1/17/05 12:00 AM;"PACK_B";"Female";56.0;"Divorced";"Owner";"Highschool";"Labourer";"Below_15k";0.53;0.0;0.0;0.0;1.0;0.0;0.0;0.53;0.0;1.0;0.53;0.0;11.45;0.0;0.0;1.0;8.0;4.0;1.72;9.33;0.4;8.0;11.45;5.0;2.23;0.0;0.23;3.0;3.0;0.0;0.0;1.95;0.52;4.0;2.47;2.0;3.35;0.0;1.13;2.0;8.0;1.0;2.95;0.0;1.53;5.0;4.48;6.0;"0";"ID1551489"
5/16/05 12:00 AM;"PACK_B";"Male";26.0;"Married";"Owner";"University";"Other";"Over_60k";0.0;0.28;0.0;0.0;0.0;6.0;0.28;0.0;0.0;6.0;0.28;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"0";"ID1552185"
2/25/05 12:00 AM;"PACK_X";"Male";30.0;"Married";"Owner";"Highschool";"Executive";"30_60k";150.28;19.87;58.75;53.0;120.0;18.0;71.72;59.85;96.32;164.0;228.9;27.0;51.5;16.78;94.75;69.0;38.0;18.0;31.75;58.32;72.97;104.0;163.03;21.0;54.17;13.4;75.88;41.0;43.0;15.0;39.57;53.68;49.45;83.0;142.7;15.0;51.17;48.2;50.45;35.0;71.0;40.0;36.32;60.73;63.03;111.0;161.2;32.0;"0";"ID1552824"
6/4/05 12:00 AM;"PACK_Z";"Female";44.0;"Widow";"Owner";"Highschool";"Public_Employee";"30_60k";6.07;3.23;1.52;35.0;55.0;40.0;5.88;1.08;4.43;47.0;13.68;102.0;0.0;0.07;2.67;2.0;0.0;3.0;1.0;0.0;1.78;6.0;2.78;0.0;2.75;0.0;0.0;0.0;1.0;0.0;2.75;0.0;0.0;1.0;2.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"1";"ID1553219"
5/23/05 12:00 AM;"PACK_B";"Male";25.0;"Single";"Owner";"Highschool";"Labourer";"15_30k";0.0;0.0;0.03;1.0;0.0;0.0;0.03;0.0;0.0;1.0;0.03;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"0";"ID1553446"
8/1/05 12:00 AM;"PACK_X";"Male";70.0;"Married";"Owner";"Highschool";"Retired";"Below_15k";14.37;0.42;1.38;1.0;12.0;2.0;0.42;2.62;13.13;15.0;16.17;0.0;17.67;3.63;1.12;1.0;16.0;1.0;3.25;6.0;13.17;18.0;22.42;0.0;8.85;0.0;0.2;1.0;8.0;0.0;0.0;6.97;2.08;9.0;9.05;0.0;4.47;5.85;1.35;1.0;5.0;3.0;0.85;2.8;7.45;8.0;11.1;1.0;"0";"ID1553570"
4/15/06 12:00 AM;"PACK_A";"Male";28.0;"Married";"Owner";"Highschool";"Labourer";"30_60k";1.68;2.5;1.13;3.0;2.0;4.0;0.28;0.0;5.03;9.0;5.32;0.0;1.33;0.42;3.97;4.0;2.0;2.0;3.52;1.5;0.7;8.0;5.72;0.0;1.48;12.55;0.0;0.0;3.0;6.0;14.03;0.0;0.0;9.0;14.03;0.0;17.27;52.55;1.18;1.0;14.0;15.0;15.28;10.17;5.35;30.0;71.0;0.0;"1";"ID1553851"
9/22/05 12:00 AM;"PACK_Z";"Male";24.0;"Single";"Owner";"Highschool";"Public_Employee";"15_30k";0.48;0.0;0.02;1.0;5.0;0.0;0.17;0.0;0.4;6.0;0.57;1.0;104.42;0.0;16.85;13.0;118.0;2.0;24.68;37.25;65.95;143.0;130.03;5.0;0.37;1.95;0.03;1.0;2.0;5.0;0.37;0.42;1.53;6.0;2.32;2.0;0.52;6.08;13.05;6.0;1.0;4.0;1.63;18.98;10.35;17.0;30.97;0.0;"1";"ID1554173"
9/10/05 12:00 AM;"PACK_C";"Female";22.0;"Married";"Owner";"Highschool";"Public_Employee";"30_60k";44.58;9.77;54.4;44.0;53.0;13.0;46.2;0.0;71.62;68.0;117.82;52.0;39.5;26.38;36.97;19.0;54.0;45.0;80.85;1.3;31.92;97.0;114.07;50.0;31.67;6.17;1.72;4.0;44.0;11.0;11.23;20.65;6.03;49.0;37.92;14.0;52.9;9.85;4.6;17.0;53.0;24.0;37.23;0.68;36.62;77.0;74.67;36.0;"0";"ID1555541"
12/3/05 12:00 AM;"PACK_X";"Female";22.0;"Married";"Owner";"Highschool";"Leader";"30_60k";28.37;1.38;2.25;27.0;45.0;9.0;1.73;2.97;27.3;49.0;32.0;32.0;3.25;0.55;0.02;2.0;6.0;2.0;1.33;0.75;1.73;9.0;3.82;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"0";"ID1555543"
9/17/04 12:00 AM;"PACK_B";"Female";23.0;"Married";"Owner";"Highschool";"Labourer";"15_30k";7.83;72.72;109.78;70.0;19.0;55.0;125.03;0.0;62.4;124.0;187.43;18.0;9.28;68.0;86.62;53.0;27.0;63.0;85.93;0.0;72.38;110.0;158.32;31.0;11.83;50.23;33.47;42.0;18.0;58.0;22.95;0.58;63.4;77.0;86.93;34.0;5.38;103.25;88.83;59.0;31.0;57.0;59.32;0.0;107.33;75.0;166.65;52.0;"1";"ID1620182"
3/24/05 12:00 AM;"PACK_Z";"Female";25.0;"Single";"Family_Member";"Highschool";"Public_Employee";"15_30k";15.22;15.43;16.52;12.0;15.0;29.0;7.55;0.0;57.53;54.0;65.08;10.0;28.48;28.85;3.18;6.0;16.0;15.0;20.4;2.42;38.27;28.0;61.08;13.0;36.4;30.2;15.52;25.0;67.0;37.0;61.45;0.35;42.23;76.0;104.03;66.0;34.7;34.08;11.5;21.0;34.0;24.0;14.48;0.0;99.43;72.0;113.92;21.0;"0";"ID1629030"
3/25/05 12:00 AM;"PACK_B";"Male";33.0;"Married";"Owner";"Highschool";"Labourer";"15_30k";1.28;0.5;0.62;3.0;5.0;2.0;0.0;0.0;2.4;10.0;2.4;0.0;17.5;2.53;1.95;1.0;12.0;1.0;0.0;2.27;19.72;14.0;21.98;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"0";"ID1629514"
10/22/04 12:00 AM;"PACK_B";"Male";21.0;"Single";"Family_Member";"Highschool";"Labourer";"30_60k";0.0;0.6;0.0;0.0;0.0;3.0;0.6;0.0;0.0;3.0;0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"0";"ID1650712"
12/12/04 12:00 AM;"PACK_B";"Female";48.0;"Married";"Owner";"Highschool";"Retired";"15_30k";4.65;0.38;1.82;4.0;7.0;3.0;1.42;0.87;4.57;11.0;6.85;3.0;7.93;3.4;0.0;0.0;15.0;11.0;1.6;0.0;9.73;14.0;11.33;12.0;6.52;0.68;2.12;5.0;13.0;3.0;0.9;0.55;7.62;12.0;9.07;8.0;5.98;0.22;4.58;2.0;13.0;2.0;3.62;3.15;6.3;15.0;13.07;4.0;"0";"ID1651206"
3/17/05 12:00 AM;"PACK_B";"Male";53.0;"Married";"Owner";"Highschool";"Labourer";"Below_15k";17.98;22.2;98.17;25.0;22.0;13.0;118.55;1.33;18.47;52.0;138.35;8.0;1.63;18.77;92.65;22.0;6.0;10.0;106.17;0.38;6.5;33.0;113.05;5.0;1.1;2.72;77.45;23.0;7.0;4.0;81.25;0.0;0.0;27.0;81.25;6.0;8.02;18.88;61.48;22.0;24.0;23.0;84.03;0.0;0.02;32.0;84.05;23.0;"0";"ID1651345"
1/9/05 12:00 AM;"PACK_B";"Female";26.0;"Single";"Owner";"Highschool";"Public_Employee";"Below_15k";6.03;6.03;5.47;1.0;4.0;8.0;5.63;0.13;11.77;13.0;17.53;0.0;4.23;3.53;10.1;2.0;7.0;5.0;14.78;0.83;2.25;14.0;17.87;0.0;8.82;0.4;0.05;1.0;8.0;1.0;6.4;0.0;2.87;10.0;9.27;0.0;0.13;0.0;0.0;0.0;2.0;0.0;0.13;0.0;0.0;2.0;0.13;0.0;"0";"ID1651449"
4/9/05 12:00 AM;"PACK_B";"Female";25.0;"Divorced";"Owner";"Highschool";"Labourer";"15_30k";9.73;0.38;1.82;3.0;11.0;1.0;11.22;0.0;0.72;15.0;11.93;0.0;4.07;0.97;0.55;1.0;11.0;3.0;1.65;0.23;3.32;15.0;5.58;0.0;13.55;4.78;0.2;1.0;16.0;11.0;4.57;0.62;13.33;27.0;18.52;0.0;0.9;0.0;0.0;0.0;3.0;0.0;0.32;0.0;0.58;3.0;0.9;0.0;"0";"ID1652153"
2/26/05 12:00 AM;"PACK_B";"Male";24.0;"Married";"Owner";"Highschool";"Labourer";"15_30k";23.68;1.67;8.38;5.0;27.0;4.0;1.92;5.33;26.47;33.0;33.73;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"0";"ID1652629"
4/29/05 12:00 AM;"PACK_Z";"Male";24.0;"Married";"Owner";"Highschool";"Labourer";"15_30k";19.65;24.35;70.93;21.0;24.0;24.0;139.22;0.65;8.67;57.0;148.53;31.0;11.78;1.15;21.97;12.0;12.0;16.0;35.68;0.12;6.78;32.0;42.58;24.0;14.68;24.6;40.12;25.0;35.0;34.0;88.95;0.17;7.78;68.0;96.9;48.0;15.03;15.03;32.23;19.0;30.0;12.0;60.15;0.1;15.15;46.0;75.4;31.0;"0";"ID1652776"
5/20/05 12:00 AM;"PACK_B";"Male";31.0;"Married";"Owner";"Highschool";"Labourer";"30_60k";0.25;0.65;0.1;1.0;1.0;2.0;0.67;0.0;0.33;4.0;1.0;0.0;36.67;34.12;19.25;25.0;58.0;48.0;39.02;1.03;45.67;122.0;90.03;9.0;0.38;0.0;0.0;0.0;2.0;0.0;0.37;0.0;0.02;1.0;0.02;0.0;18.92;7.05;0.82;6.0;40.0;10.0;8.43;1.88;17.97;58.0;28.28;1.0;"0";"ID1653213"
9/20/05 12:00 AM;"PACK_Z";"Female";43.0;"Married";"Owner";"Highschool";"Retired";"30_60k";9.83;0.0;28.9;23.0;20.0;0.0;20.22;9.18;12.48;42.0;41.88;16.0;6.65;20.02;48.38;14.0;27.0;32.0;47.9;4.67;22.57;55.0;75.13;22.0;23.57;10.47;1.1;5.0;23.0;12.0;11.65;19.82;3.6;37.0;35.13;2.0;0.07;0.0;0.0;3.0;1.0;3.0;0.98;0.07;0.0;2.0;1.05;3.0;"0";"ID1653282"
6/21/05 12:00 AM;"PACK_Z";"Male";27.0;"Married";"Owner";"University";"Public_Employee";"30_60k";0.0;0.87;5.2;3.0;0.0;1.0;0.0;0.87;6.25;6.0;7.12;0.0;0.0;1.33;0.0;0.0;0.0;1.0;0.0;1.33;0.0;1.0;1.33;0.0;0.0;0.92;0.0;0.0;0.0;1.0;0.0;0.0;0.92;1.0;0.92;0.0;5.63;10.33;4.05;4.0;2.0;10.0;0.0;2.27;17.75;16.0;20.02;0.0;"0";"ID1653492"
4/30/05 12:00 AM;"PACK_B";"Male";24.0;"Married";"Owner";"Highschool";"Labourer";"15_30k";42.87;33.68;10.7;8.0;20.0;9.0;32.15;0.0;0.42;34.0;87.25;3.0;46.9;49.4;25.42;12.0;25.0;14.0;56.52;2.67;28.83;48.0;121.72;3.0;10.42;21.6;6.82;8.0;17.0;6.0;15.1;0.55;4.88;30.0;38.83;1.0;17.7;20.92;10.92;34.0;20.0;7.0;25.73;7.63;2.18;62.0;59.9;3.0;"0";"ID1653706"
12/29/05 12:00 AM;"PACK_Z";"Female";49.0;"Divorced";"Owner";"Highschool";"Labourer";"15_30k";0.23;0.0;0.42;1.0;2.0;0.0;0.42;0.0;0.23;3.0;0.65;0.0;2.98;3.98;1.88;5.0;12.0;7.0;5.42;0.5;3.48;24.0;9.4;2.0;2.3;4.18;0.87;4.0;15.0;16.0;3.13;0.75;3.78;32.0;7.67;5.0;7.0;4.32;4.47;30.0;40.0;25.0;4.85;1.52;19.17;42.0;25.53;83.0;"0";"ID1654437"
7/17/05 12:00 AM;"PACK_X";"Male";21.0;"Married";"Owner";"Highschool";"Labourer";"30_60k";1.05;0.0;0.0;1.0;6.0;0.0;0.08;0.0;0.97;2.0;1.05;5.0;8.85;7.57;1.03;5.0;6.0;16.0;9.83;0.0;7.62;11.0;17.45;16.0;0.62;0.57;0.13;5.0;7.0;9.0;0.13;0.0;1.18;4.0;1.32;15.0;17.98;3.4;0.65;7.0;16.0;10.0;20.48;0.0;2.25;21.0;23.17;15.0;"0";"ID1654443"
8/25/05 12:00 AM;"PACK_Z";"Male";20.0;"Married";"Owner";"Highschool";"Leader";"Over_60k";0.77;11.82;38.3;22.0;10.0;10.0;8.77;3.52;39.48;31.0;51.77;16.0;0.63;23.57;28.03;12.0;5.0;19.0;4.97;15.8;33.17;31.0;53.93;10.0;10.38;49.78;56.97;28.0;11.0;34.0;11.9;19.33;76.92;68.0;108.15;8.0;5.23;8.08;16.15;14.0;15.0;7.0;13.73;2.9;29.23;29.0;45.87;19.0;"0";"ID1655039"
12/6/05 12:00 AM;"PACK_B";"Male";39.0;"Married";"Owner";"Highschool";"Leader";"30_60k";0.0;29.87;62.73;13.0;0.0;24.0;20.82;0.0;71.78;37.0;92.6;0.0;0.0;11.55;0.18;1.0;0.0;4.0;11.73;0.0;0.0;5.0;11.73;0.0;1.32;0.0;2.97;1.0;2.0;0.0;4.28;0.0;0.0;3.0;4.28;0.0;0.0;5.35;11.05;4.0;0.0;5.0;16.4;0.0;0.0;9.0;16.4;0.0;"0";"ID1655257"
12/1/05 12:00 AM;"PACK_E";"Female";29.0;"Married";"Owner";"Highschool";"Public_Employee";"30_60k";5.43;0.0;0.0;4.0;3.0;0.0;0.0;0.32;5.12;3.0;5.43;4.0;1.18;2.62;0.0;0.0;2.0;4.0;2.33;0.0;1.47;5.0;3.8;1.0;8.67;0.0;3.68;4.0;13.0;2.0;10.05;0.0;1.93;15.0;12.35;4.0;17.55;7.5;0.0;0.0;22.0;17.0;12.17;0.0;12.88;38.0;25.05;1.0;"0";"ID1656798"
12/17/05 12:00 AM;"PACK_Z";"Female";48.0;"Divorced";"Other";"Highschool";"Public_Employee";"15_30k";5.63;0.9;5.75;12.0;9.0;8.0;0.68;0.0;11.6;18.0;12.28;14.0;0.85;1.57;5.63;9.0;8.0;14.0;0.25;0.0;7.75;10.0;8.17;28.0;1.15;2.25;0.0;9.0;8.0;7.0;0.12;0.0;3.4;4.0;3.52;24.0;17.45;15.55;1.37;11.0;24.0;20.0;20.12;0.0;19.53;27.0;39.75;44.0;"1";"ID1657601"
3/23/05 12:00 AM;"PACK_B";"Male";26.0;"Single";"Owner";"Primary_School";"Labourer";"15_30k";4.28;1.53;0.78;5.0;7.0;7.0;4.8;0.87;0.93;19.0;6.6;0.0;7.17;2.67;0.88;5.0;15.0;2.0;5.4;0.65;4.67;19.0;10.45;0.0;0.77;0.5;8.05;10.0;3.0;2.0;2.42;0.5;6.4;15.0;9.32;0.0;14.85;0.0;2.05;7.0;21.0;0.0;12.93;0.32;3.65;25.0;15.92;0.0;"0";"ID1728202"
10/28/04 12:00 AM;"PACK_B";"Female";25.0;"Married";"Owner";"University";"Public_Employee";"Below_15k";7.42;15.82;39.17;4.0;2.0;2.0;15.68;0.0;46.72;8.0;62.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.55;0.75;1.0;0.0;1.0;0.0;0.0;4.3;2.0;4.3;0.0;3.35;0.0;1.83;2.0;2.0;0.0;2.43;0.0;2.75;3.0;5.18;1.0;"1";"ID1750905"
12/23/04 12:00 AM;"PACK_B";"Female";54.0;"Married";"Owner";"Highschool";"Labourer";"Below_15k";28.3;23.07;51.15;8.0;31.0;9.0;5.8;2.43;86.07;48.0;102.52;0.0;9.17;15.75;39.47;9.0;9.0;9.0;5.63;0.1;58.65;27.0;64.38;0.0;10.05;2.4;26.58;7.0;13.0;5.0;4.13;0.0;34.9;25.0;39.03;0.0;45.68;34.23;52.87;22.0;34.0;17.0;8.2;38.23;73.23;72.0;123.98;1.0;"0";"ID1750916"
12/17/04 12:00 AM;"PACK_X";"Male";29.0;"Single";"Owner";"Highschool";"Executive";"30_60k";33.48;23.78;28.85;15.0;29.0;23.0;1.62;26.3;58.2;65.0;86.12;2.0;0.0;3.23;0.0;0.0;0.0;3.0;0.0;3.23;0.0;2.0;3.23;1.0;0.33;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.33;1.0;0.33;0.0;0.0;0.57;0.0;0.0;0.0;1.0;0.0;0.57;0.0;1.0;0.57;0.0;"1";"ID1751663"
11/26/04 12:00 AM;"PACK_B";"Male";21.0;"Married";"Owner";"Highschool";"Labourer";"30_60k";11.47;9.38;3.2;12.0;33.0;11.0;14.2;2.22;6.72;49.0;24.05;7.0;0.0;8.28;1.15;3.0;0.0;7.0;8.28;0.0;1.15;10.0;9.43;0.0;4.12;0.0;0.0;0.0;2.0;0.0;4.12;0.0;0.0;2.0;4.12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"0";"ID1751913"
3/9/05 12:00 AM;"PACK_B";"Male";31.0;"Married";"Other";"Highschool";"Labourer";"30_60k";61.48;19.03;8.32;13.0;82.0;31.0;44.67;0.0;44.17;126.0;88.83;0.0;118.45;42.8;32.62;26.0;102.0;42.0;85.85;0.08;102.2;166.0;193.87;4.0;151.52;49.12;45.88;36.0;117.0;40.0;65.6;5.05;172.0;188.0;242.65;1.0;223.88;51.33;71.85;76.0;196.0;71.0;115.45;2.38;244.35;343.0;362.73;22.0;"0";"ID1752130"
4/10/05 12:00 AM;"PACK_Z";"Male";20.0;"Single";"Other";"Highschool";"Public_Employee";"Over_60k";0.43;37.05;8.32;12.0;7.0;14.0;9.92;0.0;31.17;31.0;53.27;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.85;1.75;43.25;30.0;17.0;9.0;34.67;1.45;32.55;43.0;69.0;21.0;26.08;16.55;25.93;31.0;28.0;21.0;6.75;1.42;88.22;53.0;96.38;55.0;"0";"ID1752860"
5/13/05 12:00 AM;"PACK_B";"Female";39.0;"Married";"Owner";"University";"Public_Employee";"30_60k";2.57;0.32;1.93;2.0;4.0;2.0;3.38;0.0;0.32;5.0;4.82;3.0;5.0;0.78;0.18;1.0;7.0;2.0;3.57;0.0;2.4;8.0;5.97;2.0;2.95;0.07;0.32;2.0;3.0;3.0;0.0;0.0;3.33;6.0;3.33;2.0;10.0;0.53;0.0;0.0;13.0;2.0;4.82;0.0;5.95;16.0;10.77;0.0;"0";"ID1752987"
7/4/05 12:00 AM;"PACK_X";"Male";23.0;"Married";"Other";"Highschool";"Labourer";"15_30k";0.2;0.58;0.55;2.0;1.0;1.0;0.0;0.37;0.77;4.0;1.33;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"1";"ID1754125"
7/19/05 12:00 AM;"PACK_X";"Male";23.0;"In_Relationship";"Owner";"Highschool";"Labourer";"15_30k";0.12;0.0;0.0;0.0;1.0;0.0;0.12;0.0;0.0;1.0;0.12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;"1";"ID1754225"
7/10/05 12:00 AM;"PACK_X";"Male";18.0;"Single";"Family_Member";"University";"Public_Employee";"30_60k";1.57;0.05;0.0;1.0;3.0;1.0;1.12;0.0;0.5;4.0;1.62;1.0;9.27;6.22;3.75;3.0;14.0;7.0;17.52;0.0;1.72;21.0;19.23;3.0;15.95;4.37;0.38;4.0;12.0;8.0;11.4;0.0;7.38;16.0;18.78;6.0;1.05;2.55;0.12;1.0;3.0;11.0;3.6;0.0;0.0;7.0;3.6;7.0;"0";"ID1754428"
8/25/05 12:00 AM;"PACK_X";"Male";26.0;"Single";"Owner";"Primary_School";"Labourer";"30_60k";38.68;26.22;19.18;25.0;32.0;11.0;42.72;9.17;31.58;61.0;84.08;7.0;36.45;39.52;9.48;9.0;48.0;21.0;23.22;8.85;51.57;70.0;85.45;8.0;10.53;2.13;12.48;19.0;9.0;3.0;18.73;0.0;5.47;24.0;23.87;3.0;0.0;0.0;1.88;1.0;0.0;0.0;1.88;0.0;0.0;1.0;1.88;0.0;"1";"ID1755144"
9/12/05 12:00 AM;"PACK_X";"Male";26.0;"Married";"Owner";"University";"Executive";"Over_60k";0.0;0.07;0.0;0.0;0.0;1.0;0.07;0.0;0.0;1.0;0.07;0.0;0.0;0.47;0.0;0.0;0.0;1.0;0.47;0.0;0.0;1.0;0.47;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.03;0.0;0.0;0.0;2.0;1.03;0.0;0.0;2.0;1.03;0.0;"0";"ID1755930"
2/13/05 12:00 AM;"PACK_B";"Female";32.0;"Married";"Other";"Highschool";"Public_Employee";"15_30k";14.53;21.68;14.22;23.0;32.0;16.0;21.53;0.0;26.98;56.0;49.73;13.0;0.85;1.63;20.93;9.0;6.0;5.0;5.83;0.0;17.58;13.0;21.17;6.0;10.35;20.13;19.93;9.0;19.0;16.0;27.37;1.98;19.18;37.0;50.42;7.0;7.53;9.32;12.22;11.0;22.0;10.0;12.95;0.05;16.18;30.0;29.18;13.0;"0";"ID1828103"
9/20/04 12:00 AM;"PACK_B";"Female";27.0;"Married";"Owner";"University";"Leader";"30_60k";1.55;0.12;1.47;2.0;6.0;2.0;2.17;0.0;0.97;8.0;3.13;2.0;10.53;6.5;0.47;3.0;27.0;9.0;6.33;0.0;11.17;32.0;17.5;7.0;4.85;0.6;1.12;3.0;19.0;7.0;0.43;0.0;5.7;22.0;6.13;5.0;10.07;0.17;1.62;6.0;16.0;4.0;0.7;0.17;12.4;22.0;13.27;3.0;"1";"ID1828947"
11/8/04 12:00 AM;"PACK_B";"Female";30.0;"Widow";"Owner";"Highschool";"Retired";"30_60k";53.7;17.53;13.77;12.0;71.0;21.0;27.35;1.6;56.05;91.0;85.0;13.0;44.52;25.87;13.5;15.0;56.0;22.0;13.53;1.22;69.13;85.0;83.88;8.0;100.15;25.52;39.03;28.0;104.0;18.0;60.55;1.05;96.95;129.0;158.55;19.0;59.8;5.15;28.53;36.0;71.0;12.0;44.32;0.22;47.83;86.0;92.37;27.0;"0";"ID1850211"
